Season,Date,HomeTeam,AwayTeam,Side,Team,Point,LineBucket,OddsSource,DecimalOdds,ModelWinProbability,ModelPushProbability,MarketNoVigProbability,ModelMinusMarketProbability,ModelExpectedReturn,Result,FlatBetReturn,PositiveModelEV
2022/23,2023-04-15,Everton,Fulham,Away,Fulham,0.5,+0.5 to +1.0,Pinnacle Close,1.99,0.5261285620007529,0.0,0.49234693877551017,0.033781623225242696,0.046995838381498234,W,0.99,True
2022/23,2023-04-15,Southampton,Crystal Palace,Home,Southampton,0.0,near pick'em,Pinnacle Close,2.03,0.33525385667219343,0.2908682150338136,0.48346055979643765,-0.14820670312424422,-0.028566455921633815,L,-1.0,False
2022/23,2023-04-15,Southampton,Crystal Palace,Away,Crystal Palace,-0.0,near pick'em,Pinnacle Close,1.9,0.373877928293993,0.2908682150338136,0.5165394402035622,-0.14266151190956922,0.0012362787924002916,W,0.8999999999999999,True
2022/23,2023-04-15,Wolves,Brentford,Home,Wolves,0.0,near pick'em,Pinnacle Close,2.02,0.2925478725474218,0.2735810728845049,0.48600508905852424,-0.19345721651110243,-0.1354722245697031,W,1.02,False
2022/23,2023-04-15,Wolves,Brentford,Away,Brentford,-0.0,near pick'em,Pinnacle Close,1.91,0.43387105456807323,0.2735810728845049,0.5139949109414759,-0.08012385637340264,0.10227478710952481,L,-1.0,True
2022/23,2023-04-16,West Ham,Arsenal,Home,West Ham,1.0,+0.5 to +1.0,Pinnacle Close,1.88,0.5530377658067801,0.21932928091409135,0.5216284987277354,0.03140926707904468,0.25904028063083784,W,0.8799999999999999,True
2022/23,2023-04-16,West Ham,Arsenal,Away,Arsenal,-1.0,-0.5 to -1.0,Pinnacle Close,2.05,0.22763295327912822,0.21932928091409135,0.4783715012722647,-0.25073854799313644,-0.31402316486369586,L,-1.0,False
2022/23,2023-04-21,Arsenal,Southampton,Home,Arsenal,-2.0,-1.5 or more,Pinnacle Close,2.13,0.2660422623699756,0.20886353819674044,0.4566326530612245,-0.19059039069124895,-0.22446644295521156,L,-1.0,False
2022/23,2023-04-21,Arsenal,Southampton,Away,Southampton,2.0,+1.5 or more,Pinnacle Close,1.79,0.5250941994332843,0.20886353819674044,0.5433673469387755,-0.01827314750549125,0.1487821551823193,W,0.79,True
2022/23,2023-04-22,Brentford,Aston Villa,Home,Brentford,0.0,near pick'em,Pinnacle Close,1.93,0.5147552529993695,0.2444395152335228,0.5089058524173028,0.005849400582066733,0.23791715352230597,PUSH,0.0,True
2022/23,2023-04-22,Brentford,Aston Villa,Away,Aston Villa,-0.0,near pick'em,Pinnacle Close,2.0,0.24080523176710744,0.2444395152335228,0.49109414758269715,-0.2502889158155897,-0.2739500212322623,PUSH,0.0,False
2022/23,2023-04-22,Liverpool,Nott'm Forest,Home,Liverpool,-2.0,-1.5 or more,Pinnacle Close,1.85,0.44854526561833985,0.20696302000828798,0.5280612244897959,-0.07951595887145602,0.03677176140221672,L,-1.0,True
2022/23,2023-04-22,Liverpool,Nott'm Forest,Away,Nott'm Forest,2.0,+1.5 or more,Pinnacle Close,2.07,0.34449171437337195,0.20696302000828798,0.47193877551020413,-0.12744706113683218,-0.07993913123883217,W,1.0699999999999998,False
2022/23,2023-04-23,Bournemouth,West Ham,Home,Bournemouth,0.0,near pick'em,Pinnacle Close,1.78,0.3096237301706483,0.256381728015966,0.5482233502538072,-0.23859962008315888,-0.19248803228027994,L,-1.0,False
2022/23,2023-04-23,Bournemouth,West Ham,Away,West Ham,-0.0,near pick'em,Pinnacle Close,2.16,0.4339945418133858,0.256381728015966,0.4517766497461929,-0.0177821079328071,0.19380993833287935,W,1.1600000000000001,True
2022/23,2023-04-23,Newcastle,Tottenham,Home,Newcastle,-0.5,-0.5 to -1.0,Pinnacle Close,1.93,0.4044661598603875,0.0,0.5076530612244898,-0.10318690136410236,-0.2193803114694522,W,0.9299999999999999,False
2022/23,2023-04-23,Newcastle,Tottenham,Away,Tottenham,0.5,+0.5 to +1.0,Pinnacle Close,1.99,0.5955338401396124,0.0,0.49234693877551017,0.10318690136410225,0.18511234187782866,L,-1.0,True
2022/23,2023-04-26,Man City,Arsenal,Home,Man City,-1.0,-0.5 to -1.0,Pinnacle Close,1.87,0.42413533574039924,0.23014564615674923,0.5241730279898218,-0.10003769224942255,0.023278723991295824,W,0.8700000000000001,True
2022/23,2023-04-26,Man City,Arsenal,Away,Arsenal,1.0,+0.5 to +1.0,Pinnacle Close,2.06,0.3457190181028515,0.23014564615674923,0.47582697201017815,-0.13010795390732666,-0.057673176551376604,L,-1.0,False
2022/23,2023-04-26,Nott'm Forest,Brighton,Home,Nott'm Forest,1.0,+0.5 to +1.0,Pinnacle Close,1.93,0.3746724813679016,0.24782149480633728,0.5089058524173028,-0.1342333710494012,-0.02906061615361255,W,0.9299999999999999,False
2022/23,2023-04-26,Nott'm Forest,Brighton,Away,Brighton,-1.0,-0.5 to -1.0,Pinnacle Close,2.0,0.37750602382576115,0.24782149480633728,0.49109414758269715,-0.113588123756936,0.002833542457859606,L,-1.0,True
2022/23,2023-04-26,West Ham,Liverpool,Home,West Ham,0.5,+0.5 to +1.0,Pinnacle Close,1.89,0.5029486959290552,0.0,0.5190839694656489,-0.01613527353659372,-0.049426964694085695,L,-1.0,False
2022/23,2023-04-26,West Ham,Liverpool,Away,Liverpool,-0.5,-0.5 to -1.0,Pinnacle Close,2.04,0.4970513040709445,0.0,0.4809160305343511,0.016135273536593386,0.013984660304726892,W,1.04,True
2022/23,2023-04-27,Tottenham,Man United,Home,Tottenham,0.0,near pick'em,Pinnacle Close,1.88,0.46800132306818826,0.23697390027944717,0.5216284987277354,-0.053627175659547166,0.11681638764764113,PUSH,0.0,True
2022/23,2023-04-27,Tottenham,Man United,Away,Man United,-0.0,near pick'em,Pinnacle Close,2.05,0.2950247766523643,0.23697390027944717,0.4783715012722647,-0.18334672461990037,-0.15822530758320597,PUSH,0.0,False
2022/23,2023-04-29,Brighton,Wolves,Home,Brighton,-1.0,-0.5 to -1.0,Pinnacle Close,2.1,0.42622953963207727,0.24969957450199767,0.46700507614213205,-0.04077553651005478,0.14478160772935988,W,1.1,True
2022/23,2023-04-29,Brighton,Wolves,Away,Wolves,1.0,+0.5 to +1.0,Pinnacle Close,1.84,0.3240708858659253,0.24969957450199767,0.5329949238578681,-0.20892403799194276,-0.15400999550469968,L,-1.0,False
2022/23,2023-04-29,Crystal Palace,West Ham,Home,Crystal Palace,0.0,near pick'em,Pinnacle Close,1.79,0.395075527416661,0.2893947987171022,0.5468354430379747,-0.1517599156213137,-0.0034200072070744714,W,0.79,False
2022/23,2023-04-29,Crystal Palace,West Ham,Away,West Ham,-0.0,near pick'em,Pinnacle Close,2.16,0.3155296738662365,0.2893947987171022,0.4531645569620253,-0.1376348830957888,-0.029061105731826853,L,-1.0,False
2022/23,2023-04-30,Bournemouth,Leeds,Home,Bournemouth,0.0,near pick'em,Pinnacle Close,2.16,0.41005354332475014,0.24348609096511684,0.4545454545454545,-0.04449191122070434,0.12920174454657718,W,1.1600000000000001,True
2022/23,2023-04-30,Bournemouth,Leeds,Away,Leeds,-0.0,near pick'em,Pinnacle Close,1.8,0.34646036571013333,0.24348609096511684,0.5454545454545454,-0.19899417974441208,-0.1328852507566432,L,-1.0,False
2022/23,2023-04-30,Liverpool,Tottenham,Home,Liverpool,-1.0,-0.5 to -1.0,Pinnacle Close,1.85,0.3682113517108248,0.21827349573240853,0.530456852791878,-0.16224550108105323,-0.10053550360256563,PUSH,0.0,False
2022/23,2023-04-30,Liverpool,Tottenham,Away,Tottenham,1.0,+0.5 to +1.0,Pinnacle Close,2.09,0.4135151525567669,0.21827349573240853,0.46954314720812185,-0.05602799465135494,0.08252016457605121,PUSH,0.0,True
2022/23,2023-04-30,Newcastle,Southampton,Home,Newcastle,-1.5,-1.5 or more,Pinnacle Close,1.94,0.38656574102583224,0.0,0.5025641025641026,-0.11599836153827031,-0.2500624624098854,W,0.94,False
2022/23,2023-04-30,Newcastle,Southampton,Away,Southampton,1.5,+1.5 or more,Pinnacle Close,1.96,0.6134342589741678,0.0,0.4974358974358974,0.11599836153827042,0.20233114758936888,L,-1.0,True
2022/23,2023-05-01,Leicester,Everton,Home,Leicester,-0.5,-0.5 to -1.0,Pinnacle Close,2.06,0.5048462094698755,0.0,0.47582697201017815,0.02901923745969731,0.039983191507943494,L,-1.0,True
2022/23,2023-05-01,Leicester,Everton,Away,Everton,0.5,+0.5 to +1.0,Pinnacle Close,1.87,0.4951537905301243,0.0,0.5241730279898218,-0.029019237459697478,-0.07406241170866745,W,0.8700000000000001,False
2022/23,2023-05-02,Arsenal,Chelsea,Home,Arsenal,-1.0,-0.5 to -1.0,Pinnacle Close,2.09,0.2627735993249192,0.2312731594369893,0.46954314720812185,-0.20676954788320262,-0.21953001797392957,W,1.0899999999999999,False
2022/23,2023-05-02,Arsenal,Chelsea,Away,Chelsea,1.0,+0.5 to +1.0,Pinnacle Close,1.85,0.5059532412380912,0.2312731594369893,0.530456852791878,-0.024503611553786886,0.16728665572745804,L,-1.0,True
2022/23,2023-05-03,Man City,West Ham,Home,Man City,-2.0,-1.5 or more,Pinnacle Close,1.83,0.3199327308686396,0.2202322686517601,0.5331632653061223,-0.21323053443748274,-0.19429083385862939,W,0.8300000000000001,False
2022/23,2023-05-03,Man City,West Ham,Away,West Ham,2.0,+1.5 or more,Pinnacle Close,2.09,0.45983500047960024,0.2202322686517601,0.4668367346938776,-0.007001734214277355,0.1812874196541246,L,-1.0,True
2022/23,2023-05-04,Brighton,Man United,Home,Brighton,-0.5,-0.5 to -1.0,Pinnacle Close,1.97,0.5267251037781331,0.0,0.506265664160401,0.02045943961773211,0.0376484544429222,W,0.97,True
2022/23,2023-05-04,Brighton,Man United,Away,Man United,0.5,+0.5 to +1.0,Pinnacle Close,2.02,0.4732748962218669,0.0,0.493734335839599,-0.02045943961773211,-0.04398470963182882,L,-1.0,False
2022/23,2023-05-07,Newcastle,Arsenal,Home,Newcastle,0.0,near pick'em,Pinnacle Close,2.02,0.3992615392012729,0.23526536313864013,0.48600508905852424,-0.08674354985725136,0.041773672325211286,L,-1.0,True
2022/23,2023-05-07,Newcastle,Arsenal,Away,Arsenal,-0.0,near pick'em,Pinnacle Close,1.91,0.3654730976600869,0.23526536313864013,0.5139949109414759,-0.14852181328138897,-0.06668102033059398,W,0.9099999999999999,False
2022/23,2023-05-08,Brighton,Everton,Home,Brighton,-1.5,-1.5 or more,Pinnacle Close,2.0,0.48268599515677896,0.0,0.49109414758269715,-0.008408152425918192,-0.03462800968644203,L,-1.0,False
2022/23,2023-05-08,Brighton,Everton,Away,Everton,1.5,+1.5 or more,Pinnacle Close,1.93,0.5173140048432212,0.0,0.5089058524173028,0.008408152425918414,-0.0015839706525830888,W,0.9299999999999999,False
2022/23,2023-05-08,Fulham,Leicester,Home,Fulham,0.0,near pick'em,Pinnacle Close,1.96,0.39255993833977676,0.24096023524212218,0.5,-0.10744006166022324,0.010377714388084602,W,0.96,True
2022/23,2023-05-08,Fulham,Leicester,Away,Leicester,-0.0,near pick'em,Pinnacle Close,1.96,0.36647982641810123,0.24096023524212218,0.5,-0.13352017358189877,-0.04073930497839939,L,-1.0,False
2022/23,2023-05-13,Chelsea,Nott'm Forest,Home,Chelsea,-1.0,-0.5 to -1.0,Pinnacle Close,1.96,0.4544231526546207,0.24469630111524354,0.5,-0.04557684734537931,0.13536568031830015,L,-1.0,True
2022/23,2023-05-13,Chelsea,Nott'm Forest,Away,Nott'm Forest,1.0,+0.5 to +1.0,Pinnacle Close,1.96,0.30088054623013577,0.24469630111524354,0.5,-0.19911945376986423,-0.16557782827369033,W,0.96,False
2022/23,2023-05-13,Crystal Palace,Bournemouth,Home,Crystal Palace,-0.5,-0.5 to -1.0,Pinnacle Close,2.07,0.5304053520707507,0.0,0.47328244274809167,0.05712290932265901,0.0979390787864538,W,1.0699999999999998,True
2022/23,2023-05-13,Crystal Palace,Bournemouth,Away,Bournemouth,0.5,+0.5 to +1.0,Pinnacle Close,1.86,0.4695946479292498,0.0,0.5267175572519084,-0.057122909322658566,-0.1265539548515952,L,-1.0,False
2022/23,2023-05-13,Man United,Wolves,Home,Man United,-1.5,-1.5 or more,Pinnacle Close,1.83,0.3971400204531389,0.0,0.5319693094629157,-0.13482928900977675,-0.27323376257075577,W,0.8300000000000001,False
2022/23,2023-05-13,Man United,Wolves,Away,Wolves,1.5,+1.5 or more,Pinnacle Close,2.08,0.6028599795468612,0.0,0.46803069053708446,0.13482928900977675,0.25394875745747136,L,-1.0,True
2022/23,2023-05-13,Southampton,Fulham,Home,Southampton,0.0,near pick'em,Pinnacle Close,1.99,0.4692882126189304,0.2427615835580611,0.49234693877551017,-0.02305872615657978,0.1766451266697326,L,-1.0,True
2022/23,2023-05-13,Southampton,Fulham,Away,Fulham,-0.0,near pick'em,Pinnacle Close,1.93,0.2879502038230085,0.2427615835580611,0.5076530612244898,-0.21970285740148132,-0.2014945230635325,W,0.9299999999999999,False
2022/23,2023-05-14,Brentford,West Ham,Home,Brentford,-0.5,-0.5 to -1.0,Pinnacle Close,1.82,0.46057963587155815,0.0,0.5368956743002545,-0.07631603842869639,-0.16174506271376415,W,0.8200000000000001,False
2022/23,2023-05-14,Brentford,West Ham,Away,West Ham,0.5,+0.5 to +1.0,Pinnacle Close,2.11,0.5394203641284416,0.0,0.46310432569974563,0.076316038428696,0.13817696831101178,L,-1.0,True
2022/23,2023-05-14,Everton,Man City,Home,Everton,1.5,+1.5 or more,Pinnacle Close,1.81,0.46923932838280324,0.0,0.539440203562341,-0.07020087517953777,-0.1506768156271261,L,-1.0,False
2022/23,2023-05-14,Everton,Man City,Away,Man City,-1.5,-1.5 or more,Pinnacle Close,2.12,0.5307606716171968,0.0,0.460559796437659,0.07020087517953777,0.12521262382845721,W,1.12,True
2022/23,2023-05-15,Leicester,Liverpool,Home,Leicester,1.0,+0.5 to +1.0,Pinnacle Close,2.0,0.42196337411695445,0.21930205276560183,0.49109414758269715,-0.0691307734657427,0.06322880099951067,L,-1.0,True
2022/23,2023-05-15,Leicester,Liverpool,Away,Liverpool,-1.0,-0.5 to -1.0,Pinnacle Close,1.93,0.35873457311744356,0.21930205276560183,0.5089058524173028,-0.15017127929985924,-0.0883402211177321,W,0.9299999999999999,False
2022/23,2023-05-18,Newcastle,Brighton,Home,Newcastle,-0.5,-0.5 to -1.0,Pinnacle Close,2.02,0.41461890847174154,0.0,0.48600508905852424,-0.0713861805867827,-0.16246980488708207,W,1.02,False
2022/23,2023-05-18,Newcastle,Brighton,Away,Brighton,0.5,+0.5 to +1.0,Pinnacle Close,1.91,0.5853810915282586,0.0,0.5139949109414759,0.0713861805867827,0.11807788481897386,L,-1.0,True
2022/23,2023-05-20,Bournemouth,Man United,Home,Bournemouth,1.0,+0.5 to +1.0,Pinnacle Close,1.84,0.4815727965567803,0.22873420810483544,0.5306122448979592,-0.049039448341178904,0.11482815376931127,PUSH,0.0,True
2022/23,2023-05-20,Bournemouth,Man United,Away,Man United,-1.0,-0.5 to -1.0,Pinnacle Close,2.08,0.28969299533838466,0.22873420810483544,0.46938775510204084,-0.17969475976365618,-0.1687043615913244,PUSH,0.0,False
2022/23,2023-05-20,Nott'm Forest,Arsenal,Home,Nott'm Forest,1.0,+0.5 to +1.0,Pinnacle Close,1.81,0.37643778846019976,0.2344187955726786,0.5406091370558376,-0.1641713485956378,-0.08422880731435983,W,0.81,False
2022/23,2023-05-20,Nott'm Forest,Arsenal,Away,Arsenal,-1.0,-0.5 to -1.0,Pinnacle Close,2.13,0.38914341596712143,0.2344187955726786,0.4593908629441624,-0.070247446977041,0.06329427158264722,L,-1.0,True
2022/23,2023-05-20,Wolves,Everton,Home,Wolves,0.0,near pick'em,Pinnacle Close,1.93,0.3834530813829926,0.26573332622162005,0.5138539042821159,-0.13040082289912325,0.005797773290795782,PUSH,0.0,True
2022/23,2023-05-20,Wolves,Everton,Away,Everton,-0.0,near pick'em,Pinnacle Close,2.04,0.35081359239538756,0.26573332622162005,0.4861460957178841,-0.13533250332249652,-0.0186069452917893,PUSH,0.0,False
2022/23,2023-05-21,Brighton,Southampton,Home,Brighton,-2.0,-1.5 or more,Pinnacle Close,1.83,0.24876696800628031,0.20508601430106843,0.5319693094629157,-0.28320234145663536,-0.3396704342474386,PUSH,0.0,False
2022/23,2023-05-21,Brighton,Southampton,Away,Southampton,2.0,+1.5 or more,Pinnacle Close,2.08,0.5461470176926515,0.20508601430106843,0.46803069053708446,0.07811632715556704,0.34107181110178364,PUSH,0.0,True
2022/23,2023-05-21,West Ham,Leeds,Home,West Ham,0.0,near pick'em,Pinnacle Close,1.99,0.5522958943359624,0.2174453188163553,0.49234693877551017,0.05994895556045221,0.31651414854492044,W,0.99,True
2022/23,2023-05-21,West Ham,Leeds,Away,Leeds,-0.0,near pick'em,Pinnacle Close,1.93,0.23025878684768233,0.2174453188163553,0.5076530612244898,-0.2773942743768075,-0.3381552225676178,L,-1.0,False
2022/23,2023-05-22,Newcastle,Leicester,Home,Newcastle,-1.5,-1.5 or more,Pinnacle Close,1.9,0.40054765472231985,0.0,0.5165394402035622,-0.1159917854812424,-0.23895945602759228,L,-1.0,False
2022/23,2023-05-22,Newcastle,Leicester,Away,Leicester,1.5,+1.5 or more,Pinnacle Close,2.03,0.5994523452776802,0.0,0.48346055979643765,0.11599178548124256,0.21688826091369073,W,1.0299999999999998,True
2022/23,2023-05-25,Man United,Chelsea,Home,Man United,-1.0,-0.5 to -1.0,Pinnacle Close,1.9,0.22081596902671544,0.22188944932988144,0.5165394402035622,-0.29572347117684683,-0.3585602095193593,W,0.8999999999999999,False
2022/23,2023-05-25,Man United,Chelsea,Away,Chelsea,1.0,+0.5 to +1.0,Pinnacle Close,2.03,0.5572945816434032,0.22188944932988144,0.48346055979643765,0.07383402184696553,0.3531974500659898,L,-1.0,True
2022/23,2023-05-28,Arsenal,Wolves,Home,Arsenal,-1.5,-1.5 or more,Pinnacle Close,1.96,0.49210788188060206,0.0,0.4961439588688946,-0.0040360769882925585,-0.03546855151401995,W,0.96,False
2022/23,2023-05-28,Arsenal,Wolves,Away,Wolves,1.5,+1.5 or more,Pinnacle Close,1.93,0.507892118119398,0.0,0.5038560411311055,0.0040360769882925585,-0.019768212029561805,L,-1.0,False
2022/23,2023-05-28,Aston Villa,Brighton,Home,Aston Villa,-0.5,-0.5 to -1.0,Pinnacle Close,1.88,0.31104852558370083,0.0,0.5191815856777493,-0.20813306009404847,-0.4152287719026425,W,0.8799999999999999,False
2022/23,2023-05-28,Aston Villa,Brighton,Away,Brighton,0.5,+0.5 to +1.0,Pinnacle Close,2.03,0.6889514744162992,0.0,0.4808184143222507,0.20813306009404853,0.3985714930650873,L,-1.0,True
2022/23,2023-05-28,Brentford,Man City,Home,Brentford,0.5,+0.5 to +1.0,Pinnacle Close,2.05,0.421572966035705,0.0,0.4757033248081842,-0.05413035877247924,-0.13577541962680478,W,1.0499999999999998,False
2022/23,2023-05-28,Brentford,Man City,Away,Man City,-0.5,-0.5 to -1.0,Pinnacle Close,1.86,0.5784270339642947,0.0,0.5242966751918159,0.05413035877247885,0.07587428317358824,L,-1.0,True
2022/23,2023-05-28,Leicester,West Ham,Home,Leicester,-0.5,-0.5 to -1.0,Pinnacle Close,1.85,0.3983065488182823,0.0,0.526854219948849,-0.12854767113056664,-0.2631328846861777,W,0.8500000000000001,False
2022/23,2023-05-28,Leicester,West Ham,Away,West Ham,0.5,+0.5 to +1.0,Pinnacle Close,2.06,0.6016934511817174,0.0,0.4731457800511509,0.12854767113056648,0.23948850943433775,L,-1.0,True
2022/23,2023-05-28,Man United,Fulham,Home,Man United,-1.0,-0.5 to -1.0,Pinnacle Close,1.98,0.4688892241076921,0.21977829534454954,0.4936061381074168,-0.0247169139997247,0.14817895907777984,PUSH,0.0,True
2022/23,2023-05-28,Man United,Fulham,Away,Fulham,1.0,+0.5 to +1.0,Pinnacle Close,1.93,0.3113324805477583,0.21977829534454954,0.5063938618925831,-0.19506138134482476,-0.17935001719827698,PUSH,0.0,False
2022/23,2023-05-28,Southampton,Liverpool,Home,Southampton,1.5,+1.5 or more,Pinnacle Close,1.85,0.6129940449432735,0.0,0.5280612244897959,0.08493282045347761,0.13403898314505602,W,0.8500000000000001,True
2022/23,2023-05-28,Southampton,Liverpool,Away,Liverpool,-1.5,-1.5 or more,Pinnacle Close,2.07,0.38700595505672636,0.0,0.47193877551020413,-0.08493282045347778,-0.19889767303257644,L,-1.0,False
2023/24,2023-08-11,Burnley,Man City,Home,Burnley,1.5,+1.5 or more,Pinnacle Close,1.95,0.5447759879346261,0.0,0.5025510204081632,0.042224967526462875,0.06231317647252088,L,-1.0,True
2023/24,2023-08-11,Burnley,Man City,Away,Man City,-1.5,-1.5 or more,Pinnacle Close,1.97,0.4552240120653738,0.0,0.49744897959183665,-0.042224967526462875,-0.1032086962312137,W,0.97,False
2023/24,2023-08-12,Arsenal,Nott'm Forest,Home,Arsenal,-2.0,-1.5 or more,Pinnacle Close,1.93,0.3166387525948831,0.2141407341383766,0.5051282051282052,-0.1884894525333221,-0.17474647335349908,L,-1.0,False
2023/24,2023-08-12,Arsenal,Nott'm Forest,Away,Nott'm Forest,2.0,+1.5 or more,Pinnacle Close,1.97,0.4692205132667406,0.2141407341383766,0.49487179487179483,-0.025651281605054255,0.13850514527385555,W,0.97,True
2023/24,2023-08-12,Bournemouth,West Ham,Home,Bournemouth,0.0,near pick'em,Pinnacle Close,2.01,0.3261762603127335,0.25360779278612205,0.4885496183206107,-0.16237335800787722,-0.09077792398528367,PUSH,0.0,False
2023/24,2023-08-12,Bournemouth,West Ham,Away,West Ham,-0.0,near pick'em,Pinnacle Close,1.92,0.4202159469011444,0.25360779278612205,0.5114503816793893,-0.09123443477824489,0.060422410836319274,PUSH,0.0,True
2023/24,2023-08-12,Brighton,Luton,Home,Brighton,-1.5,-1.5 or more,Pinnacle Close,2.0,0.36513928925576566,0.0,0.48849104859335046,-0.1233517593375848,-0.26972142148846867,W,1.0,False
2023/24,2023-08-12,Brighton,Luton,Away,Luton,1.5,+1.5 or more,Pinnacle Close,1.91,0.6348607107442344,0.0,0.5115089514066496,0.1233517593375848,0.21258395752148773,L,-1.0,True
2023/24,2023-08-13,Brentford,Tottenham,Home,Brentford,0.0,near pick'em,Pinnacle Close,1.89,0.4202675625102059,0.2493282049793214,0.5178571428571429,-0.09758958034693699,0.043633898123610515,PUSH,0.0,True
2023/24,2023-08-13,Brentford,Tottenham,Away,Tottenham,-0.0,near pick'em,Pinnacle Close,2.03,0.3304042325104727,0.2493282049793214,0.4821428571428572,-0.15173862463238452,-0.0799512030244191,PUSH,0.0,False
2023/24,2023-08-14,Man United,Wolves,Home,Man United,-1.5,-1.5 or more,Pinnacle Close,1.82,0.4539498377305526,0.0,0.5333333333333333,-0.07938349560278074,-0.1738112953303942,L,-1.0,False
2023/24,2023-08-14,Man United,Wolves,Away,Wolves,1.5,+1.5 or more,Pinnacle Close,2.08,0.5460501622694475,0.0,0.4666666666666667,0.0793834956027808,0.13578433752045083,W,1.08,True
2023/24,2023-08-18,Nott'm Forest,Sheffield United,Home,Nott'm Forest,-0.5,-0.5 to -1.0,Pinnacle Close,1.94,0.7448650658783936,0.0,0.5051020408163266,0.23976302506206704,0.44503822780408364,W,0.94,True
2023/24,2023-08-18,Nott'm Forest,Sheffield United,Away,Sheffield United,0.5,+0.5 to +1.0,Pinnacle Close,1.98,0.2551349341216064,0.0,0.49489795918367346,-0.23976302506206704,-0.4948328304392192,L,-1.0,False
2023/24,2023-08-19,Fulham,Brentford,Home,Fulham,0.0,near pick'em,Pinnacle Close,2.0,0.29515189663635877,0.23624656413345993,0.48979591836734687,-0.1946440217309881,-0.17344964259382256,L,-1.0,False
2023/24,2023-08-19,Fulham,Brentford,Away,Brentford,-0.0,near pick'em,Pinnacle Close,1.92,0.4686015392301815,0.23624656413345993,0.5102040816326531,-0.041602542402471576,0.1359615194554083,W,0.9199999999999999,True
2023/24,2023-08-19,Liverpool,Bournemouth,Home,Liverpool,-2.0,-1.5 or more,Pinnacle Close,1.85,0.38758193995491924,0.20923595159253333,0.5292620865139949,-0.14168014655907563,-0.07373745949086608,PUSH,0.0,False
2023/24,2023-08-19,Liverpool,Bournemouth,Away,Bournemouth,2.0,+1.5 or more,Pinnacle Close,2.08,0.40318210845254776,0.20923595159253333,0.4707379134860051,-0.06755580503345732,0.04785473717383271,PUSH,0.0,True
2023/24,2023-08-19,Wolves,Brighton,Home,Wolves,0.5,+0.5 to +1.0,Pinnacle Close,1.87,0.4416398739505427,0.0,0.5241730279898218,-0.08253315403927908,-0.17413343571248507,L,-1.0,False
2023/24,2023-08-19,Wolves,Brighton,Away,Brighton,-0.5,-0.5 to -1.0,Pinnacle Close,2.06,0.5583601260494573,0.0,0.47582697201017815,0.08253315403927913,0.15022185966188206,W,1.06,True
2023/24,2023-08-20,West Ham,Chelsea,Home,West Ham,0.5,+0.5 to +1.0,Pinnacle Close,1.95,0.6193265485833257,0.0,0.5025510204081632,0.11677552817516246,0.20768676973748512,W,0.95,True
2023/24,2023-08-20,West Ham,Chelsea,Away,Chelsea,-0.5,-0.5 to -1.0,Pinnacle Close,1.97,0.380673451416674,0.0,0.49744897959183665,-0.11677552817516262,-0.2500733007091521,L,-1.0,False
2023/24,2023-08-21,Crystal Palace,Arsenal,Home,Crystal Palace,1.0,+0.5 to +1.0,Pinnacle Close,2.0,0.5698702600040197,0.2306958123719878,0.49109414758269715,0.0787761124213226,0.37043633238002727,PUSH,0.0,True
2023/24,2023-08-21,Crystal Palace,Arsenal,Away,Arsenal,-1.0,-0.5 to -1.0,Pinnacle Close,1.93,0.19943392762399195,0.2306958123719878,0.5089058524173028,-0.30947192479331087,-0.3843967073137078,PUSH,0.0,False
2023/24,2023-08-25,Chelsea,Luton,Home,Chelsea,-1.5,-1.5 or more,Pinnacle Close,2.1,0.5415625676080841,0.0,0.4629156010230179,0.0786469665850662,0.13728139197697664,W,1.1,True
2023/24,2023-08-25,Chelsea,Luton,Away,Luton,1.5,+1.5 or more,Pinnacle Close,1.81,0.458437432391916,0.0,0.5370843989769821,-0.07864696658506615,-0.17022824737063202,L,-1.0,False
2023/24,2023-08-26,Bournemouth,Tottenham,Home,Bournemouth,0.5,+0.5 to +1.0,Pinnacle Close,1.85,0.48775650391574754,0.0,0.530456852791878,-0.0427003488761305,-0.097650467755867,L,-1.0,False
2023/24,2023-08-26,Bournemouth,Tottenham,Away,Tottenham,-0.5,-0.5 to -1.0,Pinnacle Close,2.09,0.5122434960842523,0.0,0.46954314720812185,0.0427003488761305,0.07058890681608732,W,1.0899999999999999,True
2023/24,2023-08-26,Brighton,West Ham,Home,Brighton,-1.0,-0.5 to -1.0,Pinnacle Close,2.1,0.3598410113384722,0.22940617694484358,0.47103274559193953,-0.11119173425346734,-0.014927699244364767,L,-1.0,False
2023/24,2023-08-26,Brighton,West Ham,Away,West Ham,1.0,+0.5 to +1.0,Pinnacle Close,1.87,0.41075281171668426,0.22940617694484358,0.5289672544080604,-0.1182144426913761,-0.0024860651449567506,W,0.8700000000000001,False
2023/24,2023-08-26,Man United,Nott'm Forest,Home,Man United,-1.5,-1.5 or more,Pinnacle Close,2.06,0.4572851289183925,0.0,0.47715736040609136,-0.019872231487698844,-0.05799263442811137,L,-1.0,False
2023/24,2023-08-26,Man United,Nott'm Forest,Away,Nott'm Forest,1.5,+1.5 or more,Pinnacle Close,1.88,0.5427148710816081,0.0,0.5228426395939086,0.019872231487699454,0.020303957633423186,W,0.8799999999999999,True
