Season,Date,HomeTeam,AwayTeam,Side,Team,Point,LineBucket,OddsSource,DecimalOdds,ModelWinProbability,ModelPushProbability,MarketNoVigProbability,ModelMinusMarketProbability,ModelExpectedReturn,Result,FlatBetReturn,PositiveModelEV
2023/24,2024-02-17,Man City,Chelsea,Away,Chelsea,1.5,+1.5 or more,Pinnacle Close,2.06,0.542939376895117,0.0,0.47582697201017815,0.0671124048849388,0.11845511640394091,W,1.06,True
2023/24,2024-02-17,Newcastle,Bournemouth,Home,Newcastle,-0.5,-0.5 to -1.0,Pinnacle Close,2.01,0.6384052400829195,0.0,0.4885496183206107,0.14985562176230882,0.28319453256666816,L,-1.0,True
2023/24,2024-02-17,Newcastle,Bournemouth,Away,Bournemouth,0.5,+0.5 to +1.0,Pinnacle Close,1.92,0.3615947599170802,0.0,0.5114503816793893,-0.1498556217623091,-0.30573806095920614,W,0.9199999999999999,False
2023/24,2024-02-17,Tottenham,Wolves,Home,Tottenham,-1.0,-0.5 to -1.0,Pinnacle Close,1.81,0.39868260940535927,0.2333217086195081,0.539440203562341,-0.14075759415698175,-0.04506276835679163,L,-1.0,False
2023/24,2024-02-17,Tottenham,Wolves,Away,Wolves,1.0,+0.5 to +1.0,Pinnacle Close,2.12,0.3679956819751327,0.2333217086195081,0.460559796437659,-0.09256411446252627,0.013472554406789405,W,1.12,True
2023/24,2024-02-18,Sheffield United,Brighton,Home,Sheffield United,1.0,+0.5 to +1.0,Pinnacle Close,2.06,0.3821728111358979,0.22964704741149067,0.47582697201017815,-0.09365416087428025,0.016923038351440434,L,-1.0,True
2023/24,2024-02-18,Sheffield United,Brighton,Away,Brighton,-1.0,-0.5 to -1.0,Pinnacle Close,1.87,0.3881801414526114,0.22964704741149067,0.5241730279898218,-0.13599288653721037,-0.04445608807212598,W,0.8700000000000001,False
2023/24,2024-02-20,Man City,Brentford,Home,Man City,-2.0,-1.5 or more,Pinnacle Close,1.89,0.2605493024045135,0.2075459862956442,0.5166240409207161,-0.2560747385162026,-0.3000158321598253,L,-1.0,False
2023/24,2024-02-20,Man City,Brentford,Away,Brentford,2.0,+1.5 or more,Pinnacle Close,2.02,0.5319047112998424,0.2075459862956442,0.48337595907928377,0.048528752220558635,0.2819935031213258,W,1.02,True
2023/24,2024-02-21,Liverpool,Luton,Home,Liverpool,-2.0,-1.5 or more,Pinnacle Close,1.95,0.5615490054805394,0.17524845960437463,0.5,0.06154900548053943,0.2702690202914265,W,0.95,True
2023/24,2024-02-21,Liverpool,Luton,Away,Luton,2.0,+1.5 or more,Pinnacle Close,1.95,0.2632025349150859,0.17524845960437463,0.5,-0.23679746508491412,-0.31150659731120783,L,-1.0,False
2023/24,2024-02-24,Arsenal,Newcastle,Home,Arsenal,-1.5,-1.5 or more,Pinnacle Close,2.02,0.38110877232777435,0.0,0.48600508905852424,-0.1048963167307499,-0.23016027989789578,W,1.02,False
2023/24,2024-02-24,Arsenal,Newcastle,Away,Newcastle,1.5,+1.5 or more,Pinnacle Close,1.91,0.6188912276722258,0.0,0.5139949109414759,0.10489631673074995,0.1820822448539513,L,-1.0,True
2023/24,2024-02-24,Aston Villa,Nott'm Forest,Home,Aston Villa,-1.0,-0.5 to -1.0,Pinnacle Close,2.0,0.32482829371530164,0.24817016600981964,0.48979591836734687,-0.16496762465204523,-0.10217324655957705,W,1.0,False
2023/24,2024-02-24,Aston Villa,Nott'm Forest,Away,Nott'm Forest,1.0,+0.5 to +1.0,Pinnacle Close,1.92,0.42700154027487863,0.24817016600981964,0.5102040816326531,-0.08320254135777444,0.06801312333758658,L,-1.0,True
2023/24,2024-02-24,Brighton,Everton,Home,Brighton,-0.5,-0.5 to -1.0,Pinnacle Close,1.88,0.5779958316231957,0.0,0.5216284987277354,0.056367332895460254,0.08663216345160785,L,-1.0,True
2023/24,2024-02-24,Brighton,Everton,Away,Everton,0.5,+0.5 to +1.0,Pinnacle Close,2.05,0.42200416837680443,0.0,0.4783715012722647,-0.056367332895460254,-0.134891454827551,W,1.0499999999999998,False
2023/24,2024-02-24,Crystal Palace,Burnley,Home,Crystal Palace,-0.5,-0.5 to -1.0,Pinnacle Close,1.99,0.526425349120391,0.0,0.49234693877551017,0.034078410344880794,0.04758644474957796,W,0.99,True
2023/24,2024-02-24,Crystal Palace,Burnley,Away,Burnley,0.5,+0.5 to +1.0,Pinnacle Close,1.93,0.4735746508796092,0.0,0.5076530612244898,-0.03407841034488063,-0.08600092380235419,L,-1.0,False
2023/24,2024-02-24,Man United,Fulham,Home,Man United,-1.0,-0.5 to -1.0,Pinnacle Close,1.83,0.3937254765888851,0.22473362468774916,0.5355329949238579,-0.14180751833497274,-0.054748753154591046,L,-1.0,False
2023/24,2024-02-24,Man United,Fulham,Away,Fulham,1.0,+0.5 to +1.0,Pinnacle Close,2.11,0.3815408987233657,0.22473362468774916,0.46446700507614214,-0.08292610635277642,0.02978492099405078,W,1.1099999999999999,True
2023/24,2024-02-26,West Ham,Brentford,Home,West Ham,0.0,near pick'em,Pinnacle Close,2.03,0.36775515339576875,0.2409655564178872,0.48346055979643765,-0.1157054064006689,-0.012491482188702274,W,1.0299999999999998,False
2023/24,2024-02-26,West Ham,Brentford,Away,Brentford,-0.0,near pick'em,Pinnacle Close,1.9,0.3912792901863443,0.2409655564178872,0.5165394402035622,-0.12526015001721796,-0.0156037922280588,L,-1.0,False
2023/24,2024-03-02,Fulham,Brighton,Home,Fulham,0.0,near pick'em,Pinnacle Close,1.89,0.2884607193576781,0.2250879785413712,0.5190839694656489,-0.23062325010797086,-0.22972126187261732,W,0.8899999999999999,False
2023/24,2024-03-02,Fulham,Brighton,Away,Brighton,-0.0,near pick'em,Pinnacle Close,2.04,0.48645130210095083,0.2250879785413712,0.4809160305343511,0.00553527156659972,0.21744863482731092,L,-1.0,True
2023/24,2024-03-02,Newcastle,Wolves,Home,Newcastle,-0.5,-0.5 to -1.0,Pinnacle Close,1.93,0.6648806081610534,0.0,0.5089058524173028,0.15597475574375064,0.28321957375083306,W,0.9299999999999999,True
2023/24,2024-03-02,Newcastle,Wolves,Away,Wolves,0.5,+0.5 to +1.0,Pinnacle Close,2.0,0.3351193918389472,0.0,0.49109414758269715,-0.15597475574374997,-0.3297612163221056,L,-1.0,False
2023/24,2024-03-02,Nott'm Forest,Liverpool,Home,Nott'm Forest,1.0,+0.5 to +1.0,Pinnacle Close,1.92,0.3949895402865544,0.23279778668152087,0.5114503816793893,-0.11646084139283486,-0.008822295968294702,PUSH,0.0,False
2023/24,2024-03-02,Nott'm Forest,Liverpool,Away,Liverpool,-1.0,-0.5 to -1.0,Pinnacle Close,2.01,0.3722126730319244,0.23279778668152087,0.4885496183206107,-0.11633694528868632,-0.019054740524311164,PUSH,0.0,False
2023/24,2024-03-03,Burnley,Bournemouth,Home,Burnley,0.5,+0.5 to +1.0,Pinnacle Close,1.93,0.5927005311074613,0.0,0.5089058524173028,0.08379467869015855,0.14391202503740042,L,-1.0,True
2023/24,2024-03-03,Burnley,Bournemouth,Away,Bournemouth,-0.5,-0.5 to -1.0,Pinnacle Close,2.0,0.40729946889253865,0.0,0.49109414758269715,-0.0837946786901585,-0.1854010622149227,W,1.0,False
2023/24,2024-03-04,Sheffield United,Arsenal,Home,Sheffield United,2.0,+1.5 or more,Pinnacle Close,1.91,0.47852930137762884,0.21518471579596385,0.5102564102564103,-0.031727108878781496,0.1291756814272349,L,-1.0,True
2023/24,2024-03-04,Sheffield United,Arsenal,Away,Arsenal,-2.0,-1.5 or more,Pinnacle Close,1.99,0.30628598282640734,0.21518471579596385,0.4897435897435898,-0.18345760691718244,-0.1753061783794856,W,0.99,False
2023/24,2024-03-09,Bournemouth,Sheffield United,Home,Bournemouth,-1.5,-1.5 or more,Pinnacle Close,1.93,0.43600828066938063,0.0,0.5063938618925831,-0.07038558122320243,-0.15850401830809546,L,-1.0,False
2023/24,2024-03-09,Bournemouth,Sheffield United,Away,Sheffield United,1.5,+1.5 or more,Pinnacle Close,1.98,0.5639917193306194,0.0,0.4936061381074168,0.0703855812232026,0.11670360427462645,W,0.98,True
2023/24,2024-03-09,Man United,Everton,Home,Man United,-0.5,-0.5 to -1.0,Pinnacle Close,1.96,0.5324331605204803,0.0,0.5,0.032433160520480286,0.0435689946201413,W,0.96,True
2023/24,2024-03-09,Man United,Everton,Away,Everton,0.5,+0.5 to +1.0,Pinnacle Close,1.96,0.4675668394795202,0.0,0.5,-0.03243316052047979,-0.08356899462014034,L,-1.0,False
2023/24,2024-03-09,Wolves,Fulham,Home,Wolves,0.0,near pick'em,Pinnacle Close,1.85,0.44450463147438063,0.24578401438226546,0.530456852791878,-0.08595222131749741,0.06811758260986966,W,0.8500000000000001,True
2023/24,2024-03-09,Wolves,Fulham,Away,Fulham,-0.0,near pick'em,Pinnacle Close,2.09,0.30971135414335405,0.24578401438226546,0.46954314720812185,-0.1598317930647678,-0.10691925545812458,L,-1.0,False
2023/24,2024-03-10,Aston Villa,Tottenham,Home,Aston Villa,0.0,near pick'em,Pinnacle Close,1.92,0.44908722420733554,0.22797246803317697,0.5114503816793893,-0.06236315747205373,0.0902199385112612,L,-1.0,True
2023/24,2024-03-10,Aston Villa,Tottenham,Away,Tottenham,-0.0,near pick'em,Pinnacle Close,2.01,0.3229403077594875,0.22797246803317697,0.4885496183206107,-0.1656093105611232,-0.1229175133702533,W,1.0099999999999998,False
2023/24,2024-03-11,Chelsea,Newcastle,Home,Chelsea,-0.5,-0.5 to -1.0,Pinnacle Close,2.07,0.4616511482970558,0.0,0.47058823529411764,-0.00893708699706186,-0.04438212302509459,W,1.0699999999999998,False
2023/24,2024-03-11,Chelsea,Newcastle,Away,Newcastle,0.5,+0.5 to +1.0,Pinnacle Close,1.84,0.5383488517029442,0.0,0.5294117647058822,0.008937086997061972,-0.009438112866582582,L,-1.0,False
2023/24,2024-03-16,Fulham,Tottenham,Home,Fulham,0.5,+0.5 to +1.0,Pinnacle Close,1.88,0.5555828034280613,0.0,0.5216284987277354,0.0339543047003259,0.04449567044475522,W,0.8799999999999999,True
2023/24,2024-03-16,Fulham,Tottenham,Away,Tottenham,-0.5,-0.5 to -1.0,Pinnacle Close,2.05,0.4444171965719382,0.0,0.4783715012722647,-0.03395430470032651,-0.08894474702752686,L,-1.0,False
2023/24,2024-03-17,West Ham,Aston Villa,Home,West Ham,0.0,near pick'em,Pinnacle Close,1.84,0.3962061508142515,0.24009248672776273,0.5329949238578681,-0.13678877304361658,-0.030888195774014526,PUSH,0.0,False
2023/24,2024-03-17,West Ham,Aston Villa,Away,Aston Villa,-0.0,near pick'em,Pinnacle Close,2.1,0.3637013624579856,0.24009248672776273,0.46700507614213205,-0.10330371368414643,0.003865347889532633,PUSH,0.0,True
2023/24,2024-03-30,Aston Villa,Wolves,Home,Aston Villa,-1.0,-0.5 to -1.0,Pinnacle Close,1.88,0.36122705123305077,0.2398727739494633,0.5228426395939086,-0.16161558836085788,-0.08102036973240134,W,0.8799999999999999,False
2023/24,2024-03-30,Aston Villa,Wolves,Away,Wolves,1.0,+0.5 to +1.0,Pinnacle Close,2.06,0.39890017481748613,0.2398727739494633,0.47715736040609136,-0.07825718558860523,0.06160713407348467,L,-1.0,True
2023/24,2024-03-30,Tottenham,Luton,Home,Tottenham,-2.0,-1.5 or more,Pinnacle Close,1.85,0.37051546615919567,0.1916885255339083,0.5280612244897959,-0.1575457583306002,-0.12285786207157973,L,-1.0,False
2023/24,2024-03-30,Tottenham,Luton,Away,Luton,2.0,+1.5 or more,Pinnacle Close,2.07,0.43779600830689613,0.1916885255339083,0.47193877551020413,-0.034142767203308,0.09792626272918326,W,1.0699999999999998,True
2023/24,2024-03-31,Liverpool,Brighton,Home,Liverpool,-1.5,-1.5 or more,Pinnacle Close,2.01,0.4044734049039049,0.0,0.4898477157360407,-0.08537431083213581,-0.1870084561431512,L,-1.0,False
2023/24,2024-03-31,Liverpool,Brighton,Away,Brighton,1.5,+1.5 or more,Pinnacle Close,1.93,0.5955265950960945,0.0,0.5101522842639594,0.08537431083213509,0.1493663285354624,W,0.9299999999999999,True
2023/24,2024-03-31,Man City,Arsenal,Home,Man City,-0.5,-0.5 to -1.0,Pinnacle Close,2.1,0.5235007375657352,0.0,0.46835443037974683,0.0551463071859884,0.09935154888804398,L,-1.0,True
2023/24,2024-03-31,Man City,Arsenal,Away,Arsenal,0.5,+0.5 to +1.0,Pinnacle Close,1.85,0.47649926243426494,0.0,0.5316455696202531,-0.055146307185988175,-0.11847636449660975,W,0.8500000000000001,False
2023/24,2024-04-02,Bournemouth,Crystal Palace,Home,Bournemouth,-0.5,-0.5 to -1.0,Pinnacle Close,1.9,0.4451453560239482,0.0,0.5165394402035622,-0.07139408417961401,-0.15422382355449843,W,0.8999999999999999,False
2023/24,2024-04-02,Bournemouth,Crystal Palace,Away,Crystal Palace,0.5,+0.5 to +1.0,Pinnacle Close,2.03,0.5548546439760521,0.0,0.48346055979643765,0.07139408417961446,0.12635492727138564,L,-1.0,True
2023/24,2024-04-02,Burnley,Wolves,Home,Burnley,0.0,near pick'em,Pinnacle Close,2.05,0.4093783282265625,0.2632604657341772,0.4783715012722647,-0.06899317304570218,0.10248603859863026,PUSH,0.0,True
2023/24,2024-04-02,Burnley,Wolves,Away,Wolves,-0.0,near pick'em,Pinnacle Close,1.88,0.3273612060392601,0.2632604657341772,0.5216284987277354,-0.1942672926884753,-0.1213004669120138,PUSH,0.0,False
2023/24,2024-04-02,Newcastle,Everton,Home,Newcastle,-0.5,-0.5 to -1.0,Pinnacle Close,2.04,0.607441844693183,0.0,0.48223350253807107,0.1252083421551119,0.23918136317409322,L,-1.0,True
2023/24,2024-04-02,Newcastle,Everton,Away,Everton,0.5,+0.5 to +1.0,Pinnacle Close,1.9,0.3925581553068166,0.0,0.5177664974619289,-0.12520834215511234,-0.2541395049170485,W,0.8999999999999999,False
2023/24,2024-04-02,Nott'm Forest,Fulham,Home,Nott'm Forest,0.0,near pick'em,Pinnacle Close,1.99,0.4561885223379486,0.2538653606447676,0.49363867684478374,-0.03745015450683514,0.16168052009728534,W,0.99,True
2023/24,2024-04-02,Nott'm Forest,Fulham,Away,Fulham,-0.0,near pick'em,Pinnacle Close,1.94,0.2899461170172838,0.2538653606447676,0.5063613231552164,-0.21641520613793264,-0.18363917234170185,L,-1.0,False
2023/24,2024-04-02,West Ham,Tottenham,Home,West Ham,0.5,+0.5 to +1.0,Pinnacle Close,1.93,0.5969111365813374,0.0,0.5089058524173028,0.08800528416403464,0.15203849360198118,W,0.9299999999999999,True
2023/24,2024-04-02,West Ham,Tottenham,Away,Tottenham,-0.5,-0.5 to -1.0,Pinnacle Close,2.0,0.40308886341866246,0.0,0.49109414758269715,-0.08800528416403469,-0.19382227316267508,L,-1.0,False
2023/24,2024-04-03,Arsenal,Luton,Home,Arsenal,-2.5,-1.5 or more,Pinnacle Close,2.01,0.5195098832538159,0.0,0.48593350383631717,0.03357637941749869,0.04421486534016983,L,-1.0,True
2023/24,2024-04-03,Arsenal,Luton,Away,Luton,2.5,+1.5 or more,Pinnacle Close,1.9,0.48049011674618397,0.0,0.5140664961636828,-0.03357637941749886,-0.08706877818225056,W,0.8999999999999999,False
2023/24,2024-04-03,Brentford,Brighton,Home,Brentford,0.0,near pick'em,Pinnacle Close,1.9,0.44516093210589047,0.2350507091231987,0.5165394402035622,-0.07137850809767177,0.08085648012439056,PUSH,0.0,True
2023/24,2024-04-03,Brentford,Brighton,Away,Brighton,-0.0,near pick'em,Pinnacle Close,2.03,0.31978835877091116,0.2350507091231987,0.48346055979643765,-0.1636722010255265,-0.11577892257185168,PUSH,0.0,False
2023/24,2024-04-03,Man City,Aston Villa,Home,Man City,-1.5,-1.5 or more,Pinnacle Close,1.81,0.5088895645383253,0.0,0.5370843989769821,-0.02819483443865678,-0.0789098881856311,W,0.81,False
2023/24,2024-04-03,Man City,Aston Villa,Away,Aston Villa,1.5,+1.5 or more,Pinnacle Close,2.1,0.49111043546167477,0.0,0.4629156010230179,0.02819483443865689,0.031331914469517,L,-1.0,True
2023/24,2024-04-04,Chelsea,Man United,Home,Chelsea,-0.5,-0.5 to -1.0,Pinnacle Close,2.04,0.5404291397346934,0.0,0.4809160305343511,0.05951310920034231,0.1024754450587746,W,1.04,True
2023/24,2024-04-04,Chelsea,Man United,Away,Man United,0.5,+0.5 to +1.0,Pinnacle Close,1.89,0.45957086026530714,0.0,0.5190839694656489,-0.05951310920034181,-0.13141107409856956,L,-1.0,False
2023/24,2024-04-06,Brighton,Arsenal,Home,Brighton,1.0,+0.5 to +1.0,Pinnacle Close,2.07,0.5698445903440209,0.21493035957130804,0.4746192893401016,0.0952253010039193,0.39450866158343123,L,-1.0,True
2023/24,2024-04-06,Brighton,Arsenal,Away,Arsenal,-1.0,-0.5 to -1.0,Pinnacle Close,1.87,0.21522505008467094,0.21493035957130804,0.5253807106598984,-0.3101556605752275,-0.38259879677035724,W,0.8700000000000001,False
2023/24,2024-04-06,Crystal Palace,Man City,Home,Crystal Palace,1.5,+1.5 or more,Pinnacle Close,1.78,0.66201713637372,0.0,0.5482233502538072,0.11379378611991275,0.1783905027452215,L,-1.0,True
2023/24,2024-04-06,Crystal Palace,Man City,Away,Man City,-1.5,-1.5 or more,Pinnacle Close,2.16,0.3379828636262799,0.0,0.4517766497461929,-0.11379378611991303,-0.2699570145672355,W,1.1600000000000001,False
2023/24,2024-04-06,Luton,Bournemouth,Home,Luton,0.5,+0.5 to +1.0,Pinnacle Close,2.0,0.5826210731328103,0.0,0.49109414758269715,0.09152692555011316,0.16524214626562062,W,1.0,True
2023/24,2024-04-06,Luton,Bournemouth,Away,Bournemouth,-0.5,-0.5 to -1.0,Pinnacle Close,1.93,0.41737892686718936,0.0,0.5089058524173028,-0.09152692555011344,-0.19445867114632454,L,-1.0,False
2023/24,2024-04-06,Wolves,West Ham,Home,Wolves,0.0,near pick'em,Pinnacle Close,2.1,0.39934149353779724,0.2546074448261693,0.46700507614213205,-0.0676635826043348,0.09322458125554356,L,-1.0,True
2023/24,2024-04-06,Wolves,West Ham,Away,West Ham,-0.0,near pick'em,Pinnacle Close,1.84,0.3460510616360335,0.2546074448261693,0.5329949238578681,-0.18694386222183457,-0.10865860176352904,W,0.8400000000000001,False
2023/24,2024-04-07,Man United,Liverpool,Home,Man United,1.0,+0.5 to +1.0,Pinnacle Close,2.01,0.4976704165802551,0.20673364266857605,0.4898477157360407,0.007822700844214436,0.20705117999488876,W,1.0099999999999998,True
2023/24,2024-04-07,Man United,Liverpool,Away,Liverpool,-1.0,-0.5 to -1.0,Pinnacle Close,1.93,0.295595940751169,0.20673364266857605,0.5101522842639594,-0.2145563435127904,-0.22276619168166772,L,-1.0,False
2023/24,2024-04-13,Bournemouth,Man United,Home,Bournemouth,0.0,near pick'em,Pinnacle Close,2.12,0.41333271656499077,0.23117137954984937,0.46329113924050636,-0.04995842267551559,0.10743673866762976,PUSH,0.0,True
2023/24,2024-04-13,Bournemouth,Man United,Away,Man United,-0.0,near pick'em,Pinnacle Close,1.83,0.35549590388515956,0.23117137954984937,0.5367088607594936,-0.18121295687433409,-0.11827111634030868,PUSH,0.0,False
2023/24,2024-04-13,Burnley,Brighton,Home,Burnley,0.5,+0.5 to +1.0,Pinnacle Close,2.04,0.4978962094997306,0.0,0.4809160305343511,0.01698017896537951,0.015708267379450414,W,1.04,True
2023/24,2024-04-13,Burnley,Brighton,Away,Brighton,-0.5,-0.5 to -1.0,Pinnacle Close,1.89,0.5021037905002694,0.0,0.5190839694656489,-0.01698017896537951,-0.05102383595449084,L,-1.0,False
2023/24,2024-04-13,Man City,Luton,Home,Man City,-2.5,-1.5 or more,Pinnacle Close,1.99,0.571156927242271,0.0,0.48711340206185555,0.08404352518041541,0.13660228521211926,W,0.99,True
2023/24,2024-04-13,Man City,Luton,Away,Luton,2.5,+1.5 or more,Pinnacle Close,1.89,0.42884307275772904,0.0,0.5128865979381443,-0.08404352518041525,-0.18948659248789218,L,-1.0,False
2023/24,2024-04-14,Liverpool,Crystal Palace,Home,Liverpool,-2.0,-1.5 or more,Pinnacle Close,1.87,0.2776497138620068,0.2114197509932578,0.5241730279898218,-0.24652331412781497,-0.26937528408478933,L,-1.0,False
2023/24,2024-04-14,Liverpool,Crystal Palace,Away,Crystal Palace,2.0,+1.5 or more,Pinnacle Close,2.06,0.5109305351447353,0.2114197509932578,0.47582697201017815,0.03510356313455715,0.2639366533914126,W,1.06,True
2023/24,2024-04-20,Sheffield United,Burnley,Home,Sheffield United,0.0,near pick'em,Pinnacle Close,1.95,0.3870775255435797,0.26334793132761636,0.5038167938931298,-0.11673926834955012,0.018149106137596738,L,-1.0,True
2023/24,2024-04-20,Sheffield United,Burnley,Away,Burnley,-0.0,near pick'em,Pinnacle Close,1.98,0.34957454312880404,0.26334793132761636,0.4961832061068702,-0.14660866297806618,-0.04449447327735173,W,0.98,False
2023/24,2024-04-21,Aston Villa,Bournemouth,Home,Aston Villa,-0.5,-0.5 to -1.0,Pinnacle Close,2.1,0.5269596842806766,0.0,0.4656488549618321,0.06131082931884452,0.10661533698942094,W,1.1,True
2023/24,2024-04-21,Aston Villa,Bournemouth,Away,Bournemouth,0.5,+0.5 to +1.0,Pinnacle Close,1.83,0.47304031571932326,0.0,0.5343511450381679,-0.061310829318844684,-0.1343362222336384,L,-1.0,False
2023/24,2024-04-21,Fulham,Liverpool,Home,Fulham,1.0,+0.5 to +1.0,Pinnacle Close,2.07,0.3868487594621942,0.21786960219605894,0.4746192893401016,-0.0877705298779074,0.018646534282800886,L,-1.0,True
2023/24,2024-04-21,Fulham,Liverpool,Away,Liverpool,-1.0,-0.5 to -1.0,Pinnacle Close,1.87,0.3952816383417468,0.21786960219605894,0.5253807106598984,-0.13009907231815165,-0.04295373410487452,W,0.8700000000000001,False
2023/24,2024-04-24,Crystal Palace,Newcastle,Home,Crystal Palace,0.0,near pick'em,Pinnacle Close,1.92,0.3324282338175365,0.2488883361213267,0.5126903553299492,-0.18026212151241272,-0.11284945494900328,W,0.9199999999999999,False
2023/24,2024-04-24,Crystal Palace,Newcastle,Away,Newcastle,-0.0,near pick'em,Pinnacle Close,2.02,0.41868343006113656,0.2488883361213267,0.48730964467005067,-0.0686262146089141,0.09462886484482258,L,-1.0,True
2023/24,2024-04-24,Man United,Sheffield United,Home,Man United,-1.5,-1.5 or more,Pinnacle Close,1.88,0.4894083082038606,0.0,0.5228426395939086,-0.03343433139004803,-0.0799123805767421,W,0.8799999999999999,False
2023/24,2024-04-24,Man United,Sheffield United,Away,Sheffield United,1.5,+1.5 or more,Pinnacle Close,2.06,0.5105916917961393,0.0,0.47715736040609136,0.03343433139004792,0.05181888510004695,L,-1.0,True
2023/24,2024-04-24,Wolves,Bournemouth,Home,Wolves,0.0,near pick'em,Pinnacle Close,1.77,0.3918415689251231,0.2509746883003888,0.550761421319797,-0.15891985239467388,-0.05546573470214322,L,-1.0,False
2023/24,2024-04-24,Wolves,Bournemouth,Away,Bournemouth,-0.0,near pick'em,Pinnacle Close,2.17,0.3571837427744883,0.2509746883003888,0.4492385786802031,-0.09205483590571484,0.026063410121028363,W,1.17,True
2023/24,2024-04-27,Newcastle,Sheffield United,Home,Newcastle,-2.0,-1.5 or more,Pinnacle Close,1.99,0.3878352997640133,0.20717674772741232,0.49104859335038353,-0.10321329358637021,-0.021031005742201125,W,0.99,False
2023/24,2024-04-27,Newcastle,Sheffield United,Away,Sheffield United,2.0,+1.5 or more,Pinnacle Close,1.92,0.40498795250857417,0.20717674772741232,0.5089514066496164,-0.10396345414104219,-0.015246383456125223,L,-1.0,False
2023/24,2024-04-27,West Ham,Liverpool,Home,West Ham,1.0,+0.5 to +1.0,Pinnacle Close,2.05,0.397496396362671,0.2182865638790376,0.4757033248081842,-0.07820692844551325,0.03315417642251306,W,1.0499999999999998,True
2023/24,2024-04-27,West Ham,Liverpool,Away,Liverpool,-1.0,-0.5 to -1.0,Pinnacle Close,1.86,0.3842170397582914,0.2182865638790376,0.5242966751918159,-0.14007963543352447,-0.0670697421705404,L,-1.0,False
2023/24,2024-04-27,Wolves,Luton,Home,Wolves,-0.5,-0.5 to -1.0,Pinnacle Close,1.95,0.5337500308919021,0.0,0.5038167938931298,0.02993323699877226,0.040812560239209095,W,0.95,True
2023/24,2024-04-27,Wolves,Luton,Away,Luton,0.5,+0.5 to +1.0,Pinnacle Close,1.98,0.4662499691080981,0.0,0.4961832061068702,-0.02993323699877215,-0.07682506116596577,L,-1.0,False
2023/24,2024-04-28,Nott'm Forest,Man City,Home,Nott'm Forest,1.5,+1.5 or more,Pinnacle Close,2.04,0.6139897029377482,0.0,0.48223350253807107,0.13175620039967717,0.2525389939930064,L,-1.0,True
2023/24,2024-04-28,Nott'm Forest,Man City,Away,Man City,-1.5,-1.5 or more,Pinnacle Close,1.9,0.38601029706225165,0.0,0.5177664974619289,-0.13175620039967728,-0.2665804355817219,W,0.8999999999999999,False
2023/24,2024-05-03,Luton,Everton,Home,Luton,0.0,near pick'em,Pinnacle Close,2.07,0.3263730061812518,0.2204136113268148,0.4746192893401016,-0.1482462831588498,-0.10399426587799404,PUSH,0.0,False
2023/24,2024-05-03,Luton,Everton,Away,Everton,-0.0,near pick'em,Pinnacle Close,1.87,0.45321338249193366,0.2204136113268148,0.5253807106598984,-0.07216732816796478,0.06792263658673081,PUSH,0.0,True
2023/24,2024-05-04,Arsenal,Bournemouth,Home,Arsenal,-2.0,-1.5 or more,Pinnacle Close,1.85,0.2879365879680774,0.20987599354303918,0.5292620865139949,-0.24132549854591745,-0.25744131871601755,W,0.8500000000000001,False
2023/24,2024-05-04,Arsenal,Bournemouth,Away,Bournemouth,2.0,+1.5 or more,Pinnacle Close,2.08,0.5021874184888832,0.20987599354303918,0.4707379134860051,0.031449505002878075,0.2544258239999162,L,-1.0,True
2023/24,2024-05-04,Man City,Wolves,Home,Man City,-2.5,-1.5 or more,Pinnacle Close,1.89,0.40311516353842086,0.0,0.5178571428571429,-0.11474197931872204,-0.23811234091238453,W,0.8899999999999999,False
2023/24,2024-05-04,Man City,Wolves,Away,Wolves,2.5,+1.5 or more,Pinnacle Close,2.03,0.5968848364615794,0.0,0.4821428571428572,0.11474197931872221,0.2116762180170061,L,-1.0,True
2023/24,2024-05-05,Brighton,Aston Villa,Home,Brighton,0.0,near pick'em,Pinnacle Close,1.8,0.5135910647133429,0.22721063131077712,0.5419847328244275,-0.02839366811108457,0.1516745477947944,W,0.8,True
2023/24,2024-05-05,Brighton,Aston Villa,Away,Aston Villa,-0.0,near pick'em,Pinnacle Close,2.13,0.2591983039758804,0.22721063131077712,0.45801526717557256,-0.19881696319969216,-0.22069698122059767,L,-1.0,False
2023/24,2024-05-05,Chelsea,West Ham,Home,Chelsea,-1.0,-0.5 to -1.0,Pinnacle Close,2.0,0.4205472347171948,0.22068484620836704,0.49109414758269715,-0.07054691286550235,0.06177931564275663,W,1.0,True
2023/24,2024-05-05,Chelsea,West Ham,Away,West Ham,1.0,+0.5 to +1.0,Pinnacle Close,1.93,0.3587679190744382,0.22068484620836704,0.5089058524173028,-0.15013793334286457,-0.08689306997796725,L,-1.0,False
2023/24,2024-05-11,Bournemouth,Brentford,Home,Bournemouth,-0.5,-0.5 to -1.0,Pinnacle Close,1.9,0.39207683772388874,0.0,0.5165394402035622,-0.1244626024796735,-0.2550540083246114,L,-1.0,False
2023/24,2024-05-11,Bournemouth,Brentford,Away,Brentford,0.5,+0.5 to +1.0,Pinnacle Close,2.03,0.6079231622761114,0.0,0.48346055979643765,0.12446260247967378,0.23408401942050605,W,1.0299999999999998,True
