GameweekRank,Date,KickoffUTC,FPLGameweek,HomeTeam,AwayTeam,MarketType,Selection,Line,Bookmaker,BookmakerKey,BookLastUpdate,QuoteCapturedAt,PriceSource,PriceTimestampUTC,PriceAgeMinutes,PriceFreshnessStatus,MyBookieOdds,RawModelWinProbability,RawModelEffectiveProbability,RawModelFairOdds,RawExpectedReturnPerUnit,ModelWinProbability,DecisionEffectiveProbability,PushProbability,ModelFairOdds,MyBookieImpliedProbability,ConsensusFairProbability,ConsensusBookCount,MarketPriorSource,RawModelMarketGap,ProbabilityEdge,DecisionStatus,ExpectedReturnPerUnit,ExpectedProfitPer100,ValidationFactor,ValidationStatus,BetQualityScore,ProfitabilityScore,OverallRankScore,Grade,Lambda_Home_xG,Lambda_Away_xG,MostLikelyScore,ModelVersion,V2ModelVersion,V2WinProbability,V2PushProbability,V2ExpectedReturnPerUnit,V1V2ProbabilityGap,V2Agreement,V2AdmissionStatus
21,2026-10-10,2026-10-10T14:00:00+00:00,6,Ipswich Town,Fulham,Total,Over 2.5,2.5,MyBookie.ag,mybookieag,2026-09-22T17:32:54Z,2026-09-22T17:33:11.748608+00:00,odds_api_mybookie_direct,2026-09-22 17:32:54+00:00,0.3208256833333333,FRESH,1.7,0.5584871011978876,0.5584871011978876,1.7905516490087603,-0.0505719279635911,0.5530565962461848,0.5530565962461848,0.0,1.8081332123825988,0.5882352941176471,0.542971372764451,6,consensus_non_mybookie,0.0155157284334366,0.0100852234817337,NO_BET,-0.0598037863814859,-5.980378638148593,1.0,Calibrated O/U 2.5,42.65282981230924,0.0,24.373045607033845,PASS,1.2756725276280814,1.7014803077776877,1-1,V1.2,V2-shadow.4,0.5716709214003948,0.0,-0.028159433619328933,0.01318382020250719,False,RESEARCH_ONLY: V2 EV -2.8% below +0.0%
22,2026-10-12,2026-10-12T19:00:00+00:00,6,Coventry City,Newcastle,Total,Over 2.5,2.5,MyBookie.ag,mybookieag,2026-09-22T17:32:54Z,2026-09-22T17:33:11.748608+00:00,odds_api_mybookie_direct,2026-09-22 17:32:54+00:00,0.3208256833333333,FRESH,1.65,0.5430549986123914,0.5430549986123914,1.8414341135892127,-0.1039592522895542,0.5495480892773228,0.5495480892773228,0.0,1.819676966423519,0.6060606060606061,0.561606686226481,4,consensus_non_mybookie,0.0185516876140896,-0.0120585969491582,NO_BET,-0.0932456526924174,-9.324565269241742,1.0,Calibrated O/U 2.5,42.477404463866144,0.0,24.272802550780654,PASS,1.3244807124765108,1.5610921262519488,1-1,V1.2,V2-shadow.4,0.5506908568744018,0.0,-0.09136008615723712,0.007635858262010409,False,RESEARCH_ONLY: V2 EV -9.1% below +0.0%
23,2026-10-10,2026-10-10T11:30:00+00:00,6,Arsenal,Leeds,Total,Over 2.5,2.5,MyBookie.ag,mybookieag,2026-09-22T17:32:54Z,2026-09-22T17:33:11.748608+00:00,odds_api_mybookie_direct,2026-09-22 17:32:54+00:00,0.3208256833333333,FRESH,1.69,0.5401685499922463,0.5401685499922463,1.8512740144059745,-0.0871151505131038,0.5428976504629436,0.5428976504629436,0.0,1.841967816856958,0.591715976331361,0.5479659799085244,4,consensus_non_mybookie,0.007797429916278,-0.0050683294455807,NO_BET,-0.0825029707176253,-8.250297071762535,1.0,Calibrated O/U 2.5,42.14488252314717,0.0,24.082790013226955,PASS,1.9908958214625463,0.8778120320813771,2-0,V1.2,V2-shadow.4,0.5467580574710578,0.0,-0.07597888287391241,0.006589507478811485,False,RESEARCH_ONLY: V2 EV -7.6% below +0.0%
24,2026-10-10,2026-10-10T14:00:00+00:00,6,Ipswich Town,Fulham,Spread,Ipswich Town +0.5,0.5,MyBookie.ag,mybookieag,2026-09-22T17:32:54Z,2026-09-22T17:33:11.748608+00:00,odds_api_mybookie_direct,2026-09-22 17:32:54+00:00,0.3208256833333333,FRESH,1.5,0.5340490542328373,0.5340490542328373,1.8724871658774909,-0.198926418650744,0.5673682080499065,0.5673682080499065,0.0,1.7625238527852771,0.6666666666666666,0.6173469387755102,1,mybookie_devig_fallback,0.0832978845426728,-0.0499787307256036,NO_BET,-0.1489476879251402,-14.894768792514023,0.84,"Derived, live validation building",40.96841040249532,0.0,23.410520229997328,PASS,1.2756725276280814,1.7014803077776877,1-1,V1.2,V2-shadow.4,0.5340490542328373,0.0,-0.198926418650744,0.0,False,RESEARCH_ONLY: V2 EV -19.9% below +0.0%
25,2026-10-10,2026-10-10T14:00:00+00:00,6,Aston Villa,Brentford,Moneyline,Aston Villa,,MyBookie.ag,mybookieag,2026-09-22T17:32:54Z,2026-09-22T17:33:11.748608+00:00,odds_api_mybookie_direct,2026-09-22 17:32:54+00:00,0.3208256833333333,FRESH,2.58,0.4021552956374636,0.4021552956374636,2.4866015960697023,0.0375606627446561,0.3854148636287479,0.3854148636287479,0.0,2.594606732560406,0.3875968992248061,0.3649543356180952,8,consensus_non_mybookie,0.0372009600193684,0.0204605280106526,NO_BET,-0.0056296518378304,-0.5629651837830485,0.88,"Derived, live validation building",40.23555410981706,0.0,22.991745205609742,PASS,1.711519166730294,1.59527599744479,1-1,V1.2,V2-shadow.4,0.4021552956374636,0.0,0.03756066274465619,0.0,True,ADMITTED: V1.2 and V2.3 agree
26,2026-10-10,2026-10-10T14:00:00+00:00,6,Chelsea,Bournemouth,Total,Over 3.5,3.5,MyBookie.ag,mybookieag,2026-09-22T17:32:54Z,2026-09-22T17:33:11.748608+00:00,odds_api_mybookie_direct,2026-09-22 17:32:54+00:00,0.3208256833333333,FRESH,2.04,0.4833814963603412,0.4833814963603412,2.068759370248092,-0.0139017474249039,0.4732058055323941,0.4732058055323941,0.0,2.113245417339968,0.4901960784313725,0.4543080939947781,6,consensus_non_mybookie,0.0290734023655631,0.0188977115376159,NO_BET,-0.0346601567139159,-3.466015671391598,0.86,Derived alternate total,39.24476285168441,0.0,22.42557877239109,PASS,1.9672879754439807,1.6261354312070204,1-1,V1.2,V2-shadow.4,0.4833814963603412,0.0,-0.01390174742490391,0.0,False,RESEARCH_ONLY: V2 EV -1.4% below +0.0%
27,2026-10-10,2026-10-10T14:00:00+00:00,6,Chelsea,Bournemouth,Total,Under 3.5,3.5,MyBookie.ag,mybookieag,2026-09-22T17:32:54Z,2026-09-22T17:33:11.748608+00:00,odds_api_mybookie_direct,2026-09-22 17:32:54+00:00,0.3208256833333333,FRESH,1.69,0.5166185036396592,0.5166185036396592,1.9356643111983824,-0.1269147288489759,0.5267941944676062,0.5267941944676062,0.0,1.89827452637482,0.591715976331361,0.5456919060052219,6,consensus_non_mybookie,0.0290734023655626,-0.0188977115376156,NO_BET,-0.1097178113497455,-10.97178113497455,0.86,Derived alternate total,39.23970972338032,0.0,22.422691270503037,PASS,1.9672879754439807,1.6261354312070204,1-1,V1.2,V2-shadow.4,0.5166185036396592,0.0,-0.12691472884897592,0.0,False,RESEARCH_ONLY: V2 EV -12.7% below +0.0%
28,2026-10-11,2026-10-11T13:00:00+00:00,6,Crystal Palace,Nott'm Forest,Total,Under 2.5,2.5,MyBookie.ag,mybookieag,2026-09-22T17:32:54Z,2026-09-22T17:33:11.748608+00:00,odds_api_mybookie_direct,2026-09-22 17:32:54+00:00,0.3208256833333333,FRESH,1.76,0.4300150721097251,0.4300150721097251,2.32549988328045,-0.2431734730868838,0.4636243802046547,0.4636243802046547,0.0,2.156918494145145,0.5681818181818182,0.5260416666666667,6,consensus_non_mybookie,0.0960265945569416,-0.062417286462012,NO_BET,-0.1840210908398077,-18.40210908398078,1.0,Calibrated O/U 2.5,38.18121901023274,0.0,21.817839434418705,PASS,1.7601258654260534,1.286788874025405,1-1,V1.2,V2-shadow.4,0.41276291335472864,0.0,-0.27353727249567766,0.01725215875499647,False,RESEARCH_ONLY: V2 EV -27.4% below +0.0%
29,2026-10-10,2026-10-10T14:00:00+00:00,6,Sunderland,Brighton,Total,Under 2.5,2.5,MyBookie.ag,mybookieag,2026-09-22T17:32:54Z,2026-09-22T17:33:11.748608+00:00,odds_api_mybookie_direct,2026-09-22 17:32:54+00:00,0.3208256833333333,FRESH,1.93,0.4465109701131692,0.4465109701131692,2.239586632656635,-0.1382338276815835,0.4589221000706161,0.4589221000706161,0.0,2.179019053225212,0.5181347150259068,0.4819713414201603,6,consensus_non_mybookie,0.0354603713069911,-0.0230492413495442,NO_BET,-0.1142803468637109,-11.428034686371095,1.0,Calibrated O/U 2.5,37.9461050035308,0.0,21.683488573446173,PASS,1.404214116709948,1.5430254835708763,1-1,V1.2,V2-shadow.4,0.4351143673035184,0.0,-0.16022927110420954,0.011396602809650824,False,RESEARCH_ONLY: V2 EV -16.0% below +0.0%
30,2026-10-10,2026-10-10T11:30:00+00:00,6,Arsenal,Leeds,Total,Under 2.5,2.5,MyBookie.ag,mybookieag,2026-09-22T17:32:54Z,2026-09-22T17:33:11.748608+00:00,odds_api_mybookie_direct,2026-09-22 17:32:54+00:00,0.3208256833333333,FRESH,2.05,0.4598314500077537,0.4598314500077537,2.174709885509436,-0.0573455274841049,0.4571023495370564,0.4571023495370564,0.0,2.187693852400406,0.4878048780487805,0.4520340200914756,4,consensus_non_mybookie,0.007797429916278,0.0050683294455807,NO_BET,-0.0629401834490344,-6.29401834490344,1.0,Calibrated O/U 2.5,37.85511747685282,0.0,21.63149570105875,PASS,1.9908958214625463,0.8778120320813771,2-0,V1.2,V2-shadow.4,0.45324194252894306,0.0,-0.07085401781566675,0.006589507478810652,False,RESEARCH_ONLY: V2 EV -7.1% below +0.0%
31,2026-10-12,2026-10-12T19:00:00+00:00,6,Coventry City,Newcastle,Total,Under 2.5,2.5,MyBookie.ag,mybookieag,2026-09-22T17:32:54Z,2026-09-22T17:33:11.748608+00:00,odds_api_mybookie_direct,2026-09-22 17:32:54+00:00,0.3208256833333333,FRESH,2.11,0.4569450013876086,0.4569450013876086,2.1884471806525774,-0.0358460470721458,0.4504519107226772,0.4504519107226772,0.0,2.2199928032176883,0.4739336492890995,0.4383933137735188,4,consensus_non_mybookie,0.0185516876140897,0.0120585969491583,NO_BET,-0.0495464683751512,-4.95464683751512,1.0,Calibrated O/U 2.5,37.6019635704824,0.0,21.48683632598994,PASS,1.3244807124765108,1.5610921262519488,1-1,V1.2,V2-shadow.4,0.44930914312559805,0.0,-0.05195770800498822,0.00763585826201052,False,RESEARCH_ONLY: V2 EV -5.2% below +0.0%
32,2026-10-10,2026-10-10T14:00:00+00:00,6,Chelsea,Bournemouth,Moneyline,Chelsea,,MyBookie.ag,mybookieag,2026-09-22T17:32:54Z,2026-09-22T17:33:11.748608+00:00,odds_api_mybookie_direct,2026-09-22 17:32:54+00:00,0.3208256833333333,FRESH,1.79,0.4539648059420056,0.4539648059420056,2.202813933835547,-0.1874029973638099,0.4862438206563501,0.4862438206563501,0.0,2.0565814052920253,0.5586592178770949,0.5256959497516599,8,consensus_non_mybookie,0.0717311438096542,-0.0394521290953098,NO_BET,-0.1296235610251333,-12.962356102513334,0.88,"Derived, live validation building",37.51219103281751,0.0,21.43553773303857,PASS,1.9672879754439807,1.6261354312070204,1-1,V1.2,V2-shadow.4,0.4539648059420056,0.0,-0.18740299736380994,0.0,False,RESEARCH_ONLY: V2 EV -18.7% below +0.0%
33,2026-10-10,2026-10-10T14:00:00+00:00,6,Ipswich Town,Fulham,Total,Under 2.5,2.5,MyBookie.ag,mybookieag,2026-09-22T17:32:54Z,2026-09-22T17:33:11.748608+00:00,odds_api_mybookie_direct,2026-09-22 17:32:54+00:00,0.3208256833333333,FRESH,2.03,0.4415128988021124,0.4415128988021124,2.2649394903594957,-0.1037288154317118,0.4469434037538152,0.4469434037538152,0.0,2.2374197529287594,0.4926108374384237,0.457028627235549,6,consensus_non_mybookie,0.0155157284334366,-0.0100852234817337,NO_BET,-0.0927048903797551,-9.270489037975516,1.0,Calibrated O/U 2.5,37.34717018769076,0.0,21.34124010725186,PASS,1.2756725276280814,1.7014803077776877,1-1,V1.2,V2-shadow.4,0.42832907859960523,0.0,-0.13049197044280147,0.01318382020250719,False,RESEARCH_ONLY: V2 EV -13.0% below +0.0%
34,2026-10-11,2026-10-11T13:00:00+00:00,6,Hull City,Everton,Total,Over 2.5,2.5,MyBookie.ag,mybookieag,2026-09-22T17:32:54Z,2026-09-22T17:33:11.748608+00:00,odds_api_mybookie_direct,2026-09-22 17:32:54+00:00,0.3208256833333333,FRESH,2.04,0.4363839575167056,0.4363839575167056,2.2915599503029807,-0.1097767266659204,0.4418046525997623,0.4418046525997623,0.0,2.26344379606594,0.4901960784313725,0.4518716577540106,3,consensus_non_mybookie,0.015487700237305,-0.0100670051542482,NO_BET,-0.0987185086964848,-9.87185086964848,1.0,Calibrated O/U 2.5,37.09023262998812,0.0,21.194418645707493,PASS,1.2500924527002084,1.0563633753134452,1-1,V1.2,V2-shadow.4,0.4056723696307209,0.0,-0.17242836595332928,0.030711587885984715,False,RESEARCH_ONLY: V2 EV -17.2% below +0.0%
35,2026-10-10,2026-10-10T14:00:00+00:00,6,Chelsea,Bournemouth,Spread,Chelsea -0.5,-0.5,MyBookie.ag,mybookieag,2026-09-22T17:32:54Z,2026-09-22T17:33:11.748608+00:00,odds_api_mybookie_direct,2026-09-22 17:32:54+00:00,0.3208256833333333,FRESH,1.77,0.4539648059420056,0.4539648059420056,2.202813933835547,-0.19648229348265,0.48279555023187,0.48279555023187,0.0,2.071270125666516,0.5649717514124294,0.5260416666666667,2,consensus_non_mybookie,0.0720768607246611,-0.0432461164347967,NO_BET,-0.14545187608959,-14.545187608959004,0.84,"Derived, live validation building",36.7397775115935,0.0,20.994158578053423,PASS,1.9672879754439807,1.6261354312070204,1-1,V1.2,V2-shadow.4,0.4539648059420056,0.0,-0.19648229348265006,0.0,False,RESEARCH_ONLY: V2 EV -19.6% below +0.0%
36,2026-10-10,2026-10-10T14:00:00+00:00,6,Aston Villa,Brentford,Total,Under 2.5,2.5,MyBookie.ag,mybookieag,2026-09-22T17:32:54Z,2026-09-22T17:33:11.748608+00:00,odds_api_mybookie_direct,2026-09-22 17:32:54+00:00,0.3208256833333333,FRESH,2.12,0.3891108579212712,0.3891108579212712,2.569961695086725,-0.175084981206905,0.4064845576488263,0.4064845576488263,0.0,2.4601180565976843,0.4716981132075471,0.43875,6,consensus_non_mybookie,0.0496391420787287,-0.0322654423511736,NO_BET,-0.1382527377844882,-13.82527377844882,1.0,Calibrated O/U 2.5,35.32422788244132,0.0,20.18527307568075,PASS,1.711519166730294,1.59527599744479,1-1,V1.2,V2-shadow.4,0.3580646809922307,0.0,-0.24090287629647078,0.031046176929040492,False,RESEARCH_ONLY: V2 EV -24.1% below +0.0%
37,2026-10-11,2026-10-11T15:30:00+00:00,6,Liverpool,Man City,Total,Under 2.5,2.5,MyBookie.ag,mybookieag,2026-09-22T17:32:54Z,2026-09-22T17:33:11.748608+00:00,odds_api_mybookie_direct,2026-09-22 17:32:54+00:00,0.3208256833333333,FRESH,2.28,0.3763587354754355,0.3763587354754355,2.657039430044713,-0.1419020831160071,0.3884813455983,0.3884813455983,0.0,2.57412617447538,0.4385964912280702,0.4109947643979057,3,consensus_non_mybookie,0.0346360289224702,-0.0225134187996056,NO_BET,-0.1142625320358759,-11.426253203587594,1.0,Calibrated O/U 2.5,34.42406727991501,0.0,19.67089558852286,PASS,1.784169368500562,1.6077729795054656,1-1,V1.2,V2-shadow.4,0.341298115327223,0.0,-0.22184029705393166,0.03506062014821254,False,RESEARCH_ONLY: V2 EV -22.2% below +0.0%
38,2026-10-12,2026-10-12T19:00:00+00:00,6,Coventry City,Newcastle,Spread,Newcastle -0.5,-0.5,MyBookie.ag,mybookieag,2026-09-22T17:32:54Z,2026-09-22T17:33:11.748608+00:00,odds_api_mybookie_direct,2026-09-22 17:32:54+00:00,0.3208256833333333,FRESH,2.04,0.4208997422020489,0.4208997422020489,2.3758627049003023,-0.1413645259078201,0.4307781872901413,0.4307781872901413,0.0,2.3213803054667475,0.4901960784313725,0.4455958549222798,2,consensus_non_mybookie,0.0246961127202308,-0.0148176676321385,NO_BET,-0.1212124979281117,-12.12124979281118,0.84,"Derived, live validation building",34.138909364507064,0.0,19.50794820828975,PASS,1.3244807124765108,1.5610921262519488,1-1,V1.2,V2-shadow.4,0.42089974220204895,0.0,-0.14136452590782012,5.551115123125783e-17,False,RESEARCH_ONLY: V2 EV -14.1% below +0.0%
39,2026-10-10,2026-10-10T11:30:00+00:00,6,Arsenal,Leeds,Spread,Arsenal -1.5,-1.5,MyBookie.ag,mybookieag,2026-09-22T17:32:54Z,2026-09-22T17:33:11.748608+00:00,odds_api_mybookie_direct,2026-09-22 17:32:54+00:00,0.3208256833333333,FRESH,2.03,0.3881924305762939,0.3881924305762939,2.5760419864844937,-0.2119693659301235,0.4142626086048436,0.4142626086048436,0.0,2.4139277338300134,0.4926108374384237,0.4533678756476684,2,consensus_non_mybookie,0.0651754450713745,-0.0391052670428247,NO_BET,-0.1590469045321674,-15.904690453216746,0.84,"Derived, live validation building",33.31313043024218,0.0,19.03607453156696,PASS,1.9908958214625463,0.8778120320813771,2-0,V1.2,V2-shadow.4,0.3881924305762939,0.0,-0.21196936593012355,0.0,False,RESEARCH_ONLY: V2 EV -21.2% below +0.0%
40,2026-10-10,2026-10-10T14:00:00+00:00,6,Sunderland,Brighton,Spread,Brighton -0.5,-0.5,MyBookie.ag,mybookieag,2026-09-22T17:32:54Z,2026-09-22T17:33:11.748608+00:00,odds_api_mybookie_direct,2026-09-22 17:32:54+00:00,0.3208256833333333,FRESH,2.37,0.3998027682677992,0.3998027682677992,2.5012333064441705,-0.0524674392053157,0.3961798614748183,0.3961798614748183,0.0,2.524106087264007,0.4219409282700421,0.390745501285347,1,mybookie_devig_fallback,0.0090572669824522,0.0054343601894712,NO_BET,-0.0610537283046805,-6.105372830468059,0.84,"Derived, live validation building",32.40899307374092,0.0,18.519424613566237,PASS,1.404214116709948,1.5430254835708763,1-1,V1.2,V2-shadow.4,0.39980276826779926,0.0,-0.052467439205315713,5.551115123125783e-17,False,RESEARCH_ONLY: V2 EV -5.2% below +0.0%
41,2026-10-11,2026-10-11T13:00:00+00:00,6,Hull City,Everton,Moneyline,Everton,,MyBookie.ag,mybookieag,2026-09-22T17:32:54Z,2026-09-22T17:33:11.748608+00:00,odds_api_mybookie_direct,2026-09-22 17:32:54+00:00,0.3208256833333333,FRESH,2.07,0.3016634688525519,0.3016634688525519,3.314952267186132,-0.3755566194752176,0.3714266828228045,0.3714266828228045,0.0,2.6923213819753147,0.4830917874396135,0.4566928332308911,8,consensus_non_mybookie,0.1550293643783392,-0.0852661504080865,NO_BET,-0.2311467665567946,-23.11467665567946,0.88,"Derived, live validation building",31.77133414114023,0.0,18.15504808065156,PASS,1.2500924527002084,1.0563633753134452,1-1,V1.2,V2-shadow.4,0.3016634688525519,0.0,-0.3755566194752176,0.0,False,RESEARCH_ONLY: V2 EV -37.6% below +0.0%
42,2026-10-12,2026-10-12T19:00:00+00:00,6,Coventry City,Newcastle,Moneyline,Coventry City,,MyBookie.ag,mybookieag,2026-09-22T17:32:54Z,2026-09-22T17:33:11.748608+00:00,odds_api_mybookie_direct,2026-09-22 17:32:54+00:00,0.3208256833333333,FRESH,3.2,0.3152472395377306,0.3152472395377306,3.172113422678565,0.0087911665207379,0.3023819532113077,0.3023819532113077,0.0,3.307075668306136,0.3125,0.2866577143679019,8,consensus_non_mybookie,0.0285895251698287,0.0157242388434057,NO_BET,-0.0323777497238153,-3.237774972381535,0.88,"Derived, live validation building",31.4029914588977,0.0,17.94456654794154,PASS,1.3244807124765108,1.5610921262519488,1-1,V1.2,V2-shadow.4,0.3152472395377306,0.0,0.00879116652073797,0.0,True,ADMITTED: V1.2 and V2.3 agree
43,2026-10-10,2026-10-10T14:00:00+00:00,6,Aston Villa,Brentford,Moneyline,Brentford,,MyBookie.ag,mybookieag,2026-09-22T17:32:54Z,2026-09-22T17:33:11.748608+00:00,odds_api_mybookie_direct,2026-09-22 17:32:54+00:00,0.3208256833333333,FRESH,2.5,0.3532482672757374,0.3532482672757374,2.8308702197240314,-0.1168793318106565,0.3619081908654555,0.3619081908654555,0.0,2.7631317147275176,0.4,0.3724925419195555,8,consensus_non_mybookie,0.0192442746438181,-0.0105843510540999,NO_BET,-0.0952295228363611,-9.52295228363611,0.88,"Derived, live validation building",31.29540954327278,0.0,17.883091167584443,PASS,1.711519166730294,1.59527599744479,1-1,V1.2,V2-shadow.4,0.3532482672757374,0.0,-0.11687933181065657,0.0,False,RESEARCH_ONLY: V2 EV -11.7% below +0.0%
44,2026-10-11,2026-10-11T15:30:00+00:00,6,Liverpool,Man City,Spread,Man City -0.5,-0.5,MyBookie.ag,mybookieag,2026-09-22T17:32:54Z,2026-09-22T17:33:11.748608+00:00,odds_api_mybookie_direct,2026-09-22 17:32:54+00:00,0.3208256833333333,FRESH,2.29,0.3431709122972907,0.3431709122972907,2.9139998880024387,-0.2141386108392041,0.3679804694562965,0.3679804694562965,0.0,2.7175355297457324,0.4366812227074236,0.4051948051948051,1,mybookie_devig_fallback,0.0620238928975144,-0.0372143357385086,NO_BET,-0.157324724945081,-15.732472494508103,0.84,"Derived, live validation building",30.999023472814823,0.0,17.713727698751324,PASS,1.784169368500562,1.6077729795054656,1-1,V1.2,V2-shadow.4,0.34317091229729074,0.0,-0.21413861083920416,5.551115123125783e-17,False,RESEARCH_ONLY: V2 EV -21.4% below +0.0%
45,2026-10-11,2026-10-11T13:00:00+00:00,6,Hull City,Everton,Spread,Everton -0.5,-0.5,MyBookie.ag,mybookieag,2026-09-22T17:32:54Z,2026-09-22T17:33:11.748608+00:00,odds_api_mybookie_direct,2026-09-22 17:32:54+00:00,0.3208256833333333,FRESH,2.03,0.3016634688525519,0.3016634688525519,3.314952267186132,-0.3876231582293196,0.3677337414846914,0.3677337414846914,0.0,2.719358838170768,0.4926108374384237,0.4668391504329005,4,consensus_non_mybookie,0.1651756815803485,-0.099105408948209,NO_BET,-0.2535005047860765,-25.350050478607656,0.84,"Derived, live validation building",30.98668707423457,0.0,17.70667832813404,PASS,1.2500924527002084,1.0563633753134452,1-1,V1.2,V2-shadow.4,0.30166346885255196,0.0,-0.38762315822931964,5.551115123125783e-17,False,RESEARCH_ONLY: V2 EV -38.8% below +0.0%
46,2026-10-10,2026-10-10T14:00:00+00:00,6,Aston Villa,Brentford,Spread,Brentford -0.5,-0.5,MyBookie.ag,mybookieag,2026-09-22T17:32:54Z,2026-09-22T17:33:11.748608+00:00,odds_api_mybookie_direct,2026-09-22 17:32:54+00:00,0.3208256833333333,FRESH,2.43,0.3532482672757374,0.3532482672757374,2.830870219724031,-0.141606710519958,0.3646207160906333,0.3646207160906333,0.0,2.742575931290287,0.4115226337448559,0.381679389312977,1,mybookie_devig_fallback,0.0284311220372396,-0.0170586732223437,NO_BET,-0.1139716598997611,-11.39716598997611,0.84,"Derived, live validation building",30.831035804531663,0.0,17.617734745446665,PASS,1.711519166730294,1.59527599744479,1-1,V1.2,V2-shadow.4,0.35324826727573744,0.0,-0.141606710519958,5.551115123125783e-17,False,RESEARCH_ONLY: V2 EV -14.2% below +0.0%
47,2026-10-10,2026-10-10T14:00:00+00:00,6,Sunderland,Brighton,Moneyline,Sunderland,,MyBookie.ag,mybookieag,2026-09-22T17:32:54Z,2026-09-22T17:33:11.748608+00:00,odds_api_mybookie_direct,2026-09-22 17:32:54+00:00,0.3208256833333333,FRESH,2.7,0.3383108198910013,0.3383108198910013,2.955861714154413,-0.0865607862942964,0.3408738975791137,0.3408738975791137,0.0,2.9336361836503166,0.3703703703703703,0.3440065480868065,8,consensus_non_mybookie,0.0056957281958052,-0.0031326505076928,NO_BET,-0.0796404765363929,-7.964047653639295,0.88,"Derived, live validation building",30.243694878955687,0.0,17.28211135940325,PASS,1.404214116709948,1.5430254835708763,1-1,V1.2,V2-shadow.4,0.3383108198910013,0.0,-0.08656078629429642,0.0,False,RESEARCH_ONLY: V2 EV -8.7% below +0.0%
48,2026-10-11,2026-10-11T13:00:00+00:00,6,Hull City,Everton,Moneyline,Draw,,MyBookie.ag,mybookieag,2026-09-22T17:32:54Z,2026-09-22T17:33:11.748608+00:00,odds_api_mybookie_direct,2026-09-22 17:32:54+00:00,0.3208256833333333,FRESH,3.28,0.301245345012792,0.301245345012792,3.319553369223137,-0.0119152683580423,0.2925270873628837,0.2925270873628837,0.0,3.418486845149786,0.3048780487804878,0.2818714391241068,8,consensus_non_mybookie,0.0193739058886851,0.0106556482387768,NO_BET,-0.0405111534497415,-4.051115344974154,0.88,"Derived, live validation building",29.486902514439414,0.0,16.849658579679666,PASS,1.2500924527002084,1.0563633753134452,1-1,V1.2,V2-shadow.4,0.301245345012792,0.0,-0.011915268358042352,0.0,False,RESEARCH_ONLY: V2 EV -1.2% below +0.0%
49,2026-10-10,2026-10-10T14:00:00+00:00,6,Ipswich Town,Fulham,Moneyline,Ipswich Town,,MyBookie.ag,mybookieag,2026-09-22T17:32:54Z,2026-09-22T17:33:11.748608+00:00,odds_api_mybookie_direct,2026-09-22 17:32:54+00:00,0.3208256833333333,FRESH,2.61,0.2793575067211523,0.2793575067211523,3.579642486565343,-0.2708769074577926,0.3150440481488332,0.3150440481488332,0.0,3.1741593147875613,0.3831417624521073,0.3586609321159988,8,consensus_non_mybookie,0.0793034253948465,-0.0436168839671656,NO_BET,-0.1777350343315452,-17.773503433154524,0.88,"Derived, live validation building",28.952202407441664,0.0,16.544115661395235,PASS,1.2756725276280814,1.7014803077776877,1-1,V1.2,V2-shadow.4,0.2793575067211523,0.0,-0.27087690745779264,0.0,False,RESEARCH_ONLY: V2 EV -27.1% below +0.0%
50,2026-10-11,2026-10-11T13:00:00+00:00,6,Crystal Palace,Nott'm Forest,Spread,Nott'm Forest -0.5,-0.5,MyBookie.ag,mybookieag,2026-09-22T17:32:54Z,2026-09-22T17:33:11.748608+00:00,odds_api_mybookie_direct,2026-09-22 17:32:54+00:00,0.3208256833333333,FRESH,2.51,0.272579932078037,0.272579932078037,3.6686486506046574,-0.315824370484127,0.3112866527141589,0.3112866527141589,0.0,3.212473105675549,0.398406374501992,0.3693467336683417,1,mybookie_devig_fallback,0.0967668015903047,-0.0580600809541828,NO_BET,-0.2186705016874612,-21.86705016874612,0.84,"Derived, live validation building",28.164332635707943,0.0,16.09390436326168,PASS,1.7601258654260534,1.286788874025405,1-1,V1.2,V2-shadow.4,0.27257993207803705,0.0,-0.31582437048412704,5.551115123125783e-17,False,RESEARCH_ONLY: V2 EV -31.6% below +0.0%
51,2026-10-10,2026-10-10T11:30:00+00:00,6,Arsenal,Leeds,Moneyline,Draw,,MyBookie.ag,mybookieag,2026-09-22T17:32:54Z,2026-09-22T17:33:11.748608+00:00,odds_api_mybookie_direct,2026-09-22 17:32:54+00:00,0.3208256833333333,FRESH,4.7,0.223626709283448,0.223626709283448,4.471737759788321,0.0510455336322055,0.2070072292908494,0.2070072292908494,0.0,4.830749164779069,0.2127659574468085,0.1866945315221177,8,consensus_non_mybookie,0.0369321777613302,0.0203126977687316,NO_BET,-0.0270660223330078,-2.706602233300781,0.88,"Derived, live validation building",27.563807556266102,0.0,15.7507471750092,PASS,1.9908958214625463,0.8778120320813771,2-0,V1.2,V2-shadow.4,0.223626709283448,0.0,0.05104553363220554,0.0,True,ADMITTED: V1.2 and V2.3 agree
