FavoriteRank,Date,KickoffUTC,HomeTeam,AwayTeam,MarketType,Selection,Line,Bookmaker,EntryOdds,AdjustedProbability,EntryImpliedProbability,AdjustedEV,PaperStakeUnits,PaperStakeAmount,ModelVersion,TrackingSource,TrackingNote
1,2026-09-19,2026-09-19T14:00:00+00:00,Everton,Ipswich Town,Moneyline,Everton,,MyBookie.ag,1.74,0.5728164073378484,0.5747126436781609,-0.0032994512321438,1.0,1.0,V1.2-adjusted-favorites,FavoriteWatch,"Favorite-side lean; approximately model-neutral at entry price"
2,2026-09-19,2026-09-19T14:00:00+00:00,Brighton,Arsenal,Moneyline,Arsenal,,MyBookie.ag,1.66,0.5179709034823902,0.6024096385542168,-0.1401683002192323,1.0,1.0,V1.2-adjusted-favorites,FavoriteWatch,"Contextual favorite lean; tracked separately because adjusted model does not show positive EV"
3,2026-09-19,2026-09-19T11:30:00+00:00,Tottenham,Aston Villa,Moneyline,Tottenham,,MyBookie.ag,2.00,0.39921420922860656,0.5,-0.2015715815427869,1.0,1.0,V1.2-adjusted-favorites,FavoriteWatch,"Contextual favorite lean; team-name/data-quality concern remains, so tracked separately"
